age,activity,placebrith,gender,town,genre,frequency_of_play,im1,im2,im3,im4,im5,im6,ac1,ac2,ac3,ac4,ac5,ac6,cul1,cul2,cul3,ec1,ec2,ec3,soc1,soc2,soc3,sym1,sym2,sym3,rec1,rec2,rec3,idk1,idk2,idk3,loy1,loy2,loy3,r1,r2,cont1,cont2,id1,id2,id3,id4,id5,id6,longresp1,longresp2,longresp3,longresp4,longresp5,longresp6,realitylong,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f1
1995,Sound design,Москва,Мужчина,Москва,MMORPG,несколько раз в месяц,7,7,6,6,4,7,6,6,4,4,4,5,6,6,5,5,5,7,2,5,5,3,6,6,5,6,4,2,3,6,2,4,1,1,5,4,3,7,5,7,5,3,4,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,Образ моего персонажа / Кто-то другой,Образ моего персонажа / Кто-то другой,Меня,У утопической версии меня,Не задумываюсь,6,5,2,3,3,3,3,4,6,5,2,7,2,2,6,3
2000,анимация,Москва,Женщина, Подольск,Симуляторы,несколько раз в месяц,6,2,7,2,6,4,3,7,1,5,3,6,6,7,7,1,7,6,1,2,5,6,7,6,2,7,1,2,7,6,6,1,1,2,3,6,6,6,6,6,4,5,6,Не задумываюсь,У идеальной версии меня,Утопическая версия меня,Идеальная версия меня,Меня,У меня,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",1,1,7,1,1,1,1,1,6,3,7,6,4,7,6,2
2000,Студент,Россия,Мужчина,Черкесск,RPG,от двух до пяти дней в неделю,7,1,6,1,7,7,7,7,4,4,5,7,7,7,7,4,5,7,3,4,3,7,7,7,3,7,4,1,4,4,3,7,5,1,4,4,4,7,1,3,1,7,1,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,Образ моего персонажа / Кто-то другой,Образ моего персонажа / Кто-то другой,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",5,4,5,2,3,3,3,7,7,7,7,7,7,3,7,4
1999,Студент + работаю в айти,Москва,Женщина,Москва,Стратегии,несколько раз в месяц,6,5,6,5,3,4,7,7,5,4,7,7,5,7,6,6,6,4,2,6,4,7,7,5,6,6,5,5,3,4,2,6,4,1,5,6,5,7,5,3,2,4,7,Утопическая версия меня,У меня,Идеальная версия меня,Идеальная версия меня,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",6,3,1,1,7,3,5,2,5,1,3,5,4,5,7,2
1998,Студент педагогического университета,Московская область,Женщина,Москва,Визуальные новеллы,несколько раз в месяц,7,7,7,7,7,7,1,5,1,2,4,2,7,5,3,1,1,6,1,7,7,7,7,7,7,7,3,1,7,5,7,7,3,1,7,7,7,5,6,5,1,3,7,Образ моего персонажа / Кто-то другой,У идеальной версии меня,Образ моего персонажа / Кто-то другой,Я,Меня,У идеальной версии меня,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",1,1,2,2,1,1,1,1,5,1,6,7,2,1,2,6
1998,Студент ,Раменское,Мужчина,Москва,Souls-like игры,несколько раз в месяц,3,2,6,5,2,5,3,3,3,6,1,2,7,7,7,2,5,6,3,7,6,5,6,6,6,7,3,3,3,5,5,5,3,5,3,5,5,7,6,5,5,5,6,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,Образ моего персонажа / Кто-то другой,Идеальная версия меня,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,"Является виртуальной реальностью со своими нормами и паттернами, культурными обычаями",4,3,3,3,6,1,1,1,3,3,6,7,5,2,5,5
1997,безработный и беззаботный ,Москва,Мужчина,Москва,Визуальные новеллы,один раз в месяц и реже,3,1,7,7,1,4,1,7,4,4,1,5,7,7,7,3,7,4,1,7,7,2,7,7,7,7,4,1,3,7,4,3,2,3,1,7,4,7,5,4,1,2,7,Не задумываюсь,У противоположности мне,Я,Я,Не задумываюсь,Не задумываюсь,Не задумываюсь,2,7,1,3,4,4,2,1,5,1,1,7,5,1,7,3
1998,Студент,Владикавказ,Мужчина,Вена,Шутеры,несколько раз в месяц,3,3,1,1,4,2,4,2,3,1,1,2,4,4,3,4,2,3,1,2,5,1,4,2,4,2,4,6,4,4,4,4,4,1,4,6,6,7,6,7,3,4,4,Не задумываюсь,У утопической версии меня,Образ моего персонажа / Кто-то другой,Идеальная версия меня,Образ моего персонажа / Кто-то другой,У идеальной версии меня,Не задумываюсь,4,7,6,1,6,1,1,1,7,1,3,2,1,2,6,2
1996,Инженер,"Днепр, Украина",Мужчина,"Г. Фрайберг, Саксония, Германия",Визуальные новеллы,от двух до пяти дней в неделю,6,1,6,4,2,4,6,3,7,6,6,7,5,5,5,1,4,6,1,7,6,4,6,4,5,4,3,2,7,6,1,3,2,5,2,2,1,6,6,3,2,7,5,Не задумываюсь,У противоположности мне,Не задумываюсь,Образ моего персонажа / Кто-то другой,Меня,У утопической версии меня,"Это открытый сценарий который я могу дописать по своему деланию в рамках заложенных автором. Он уже реального мира, но шире книг или кино",3,6,1,6,4,4,2,2,6,2,2,3,3,7,7,3
2002,Программист,Новосибирск,Мужчина,Новосибирск,Management,несколько раз в неделю,6,2,7,2,7,7,5,7,7,7,6,6,6,7,7,6,7,7,7,7,6,7,7,7,6,7,6,5,5,7,4,5,5,1,7,7,7,6,6,6,7,6,7,Утопическая версия меня,У идеальной версии меня,Я,Идеальная версия меня,Идеальной версии меня,У утопической версии меня,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",7,2,5,2,4,5,3,3,6,4,6,7,7,2,7,1
2001,Студентка,Москва,Женщина,Москва,Хорроры,несколько раз в месяц,7,6,7,4,1,1,5,7,3,3,6,7,7,7,7,1,7,7,1,5,1,7,7,7,3,7,5,5,7,5,1,5,5,1,1,7,6,7,7,2,1,4,7,Не задумываюсь,У образа моего персонажа / Кого-то другого,Образ моего персонажа / Кто-то другой,Я,Идеальной версии меня,У меня,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",3,7,1,4,5,4,3,1,5,1,1,7,1,4,7,7
1987,Сисадмин,Анадырь,Мужчина,Нижний Новгород,Шутеры,несколько раз в месяц,5,3,6,6,1,4,3,6,6,6,3,5,5,6,6,5,7,6,5,7,6,5,5,6,1,5,4,7,3,4,3,1,1,2,5,7,7,6,3,5,5,5,6,Утопическая версия меня,У идеальной версии меня,Идеальная версия меня,Идеальная версия меня,Меня,У утопической версии меня,"Является игровым виртуальным пространством, где можно проявить свои игровые навыки (реакцию,  логику, ""меткость""...)",3,1,5,6,4,6,5,7,4,3,5,7,4,5,7,7
1995,Врач,Нижний Новгород,Мужчина,Нижний Новгород,"RPG, MMORPG, стратегии и souls-like - выбрать что-то одно невозможно)",от двух до пяти дней в неделю,7,7,7,5,6,7,5,7,5,5,5,7,6,7,7,7,7,7,1,6,6,7,6,6,4,7,5,5,3,7,6,4,6,1,4,7,5,5,7,7,5,6,7,Образ моего персонажа / Кто-то другой,У идеальной версии меня,Я,Я,Меня,У идеальной версии меня,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",7,1,2,5,1,4,2,2,7,1,1,7,5,5,7,1
1998,"Студент-магистрант, преподаватель",Владикавказ,Женщина,Пятигорск,RPG,от двух до пяти дней в неделю,7,7,7,5,4,7,2,6,7,6,3,6,5,7,7,4,7,5,1,7,7,4,7,6,6,5,5,5,7,4,3,3,2,2,6,6,4,6,5,6,5,4,7,Образ моего персонажа / Кто-то другой,У меня,Идеальная версия меня,Идеальная версия меня,Образ моего персонажа / Кто-то другой,У идеальной версии меня,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",1,6,3,5,3,2,1,1,7,1,4,7,7,1,7,2
1984,Продажи,Чебоксары,Мужчина,Нижний Новгород,Action-adventure ,несколько раз в неделю,5,5,7,4,1,1,6,3,4,4,2,5,3,6,5,6,6,3,2,3,7,1,6,6,1,6,3,5,4,6,3,2,3,2,6,5,5,6,5,5,5,6,7,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,Идеальная версия меня,Идеальная версия меня,Противоположности мне,Не задумываюсь,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",5,5,2,1,6,3,1,1,7,1,7,5,3,3,7,2
1986,Программист,Чебоксары,Мужчина,Нижний Новгород,Шутеры,несколько раз в неделю,3,6,5,5,2,2,5,4,6,6,4,5,5,3,4,5,5,4,1,7,5,3,5,5,3,4,3,6,6,4,1,2,1,2,6,5,5,6,5,2,5,5,7,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,Образ моего персонажа / Кто-то другой,Образ моего персонажа / Кто-то другой,Не задумываюсь,У образа моего персонажа / Кого-то другого,"Является игровым виртуальным пространством, где можно проявить свои игровые навыки (реакцию,  логику, ""меткость""...)",2,1,1,1,1,1,1,1,6,1,3,1,2,2,6,2
1998,Программист,Мичуринск,Мужчина,Воронеж,RPG,от двух до пяти дней в неделю,2,1,7,7,4,7,2,6,1,4,7,6,7,5,5,6,6,7,1,1,1,7,6,4,5,5,4,2,4,3,2,5,1,1,6,5,5,7,1,1,5,5,7,Утопическая версия меня,У образа моего персонажа / Кого-то другого,Образ моего персонажа / Кто-то другой,Образ моего персонажа / Кто-то другой,Меня,Не задумываюсь,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",7,7,6,4,4,1,2,4,4,7,6,5,4,7,5,7
2001,Дизайнер,г.Воронеж,Мужчина,Все еще в г.Воронеже,"Я считаю данный вопрос немного некорректным, посколько нынче трудно уместить большую часть игр в рамки отдельных жанров. Если брать несколько жанров за раз, то это шутеры, RPG, метроидвании, пазл-платформеры, квесты(хотя это русскоязычное название жанра).",несколько раз в неделю,6,2,6,4,5,5,5,6,5,4,3,6,7,7,7,5,6,3,5,5,5,7,5,6,6,7,6,2,7,5,4,5,6,1,4,6,6,7,6,5,5,5,3,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,Я,Идеальная версия меня,Меня,У образа моего персонажа / Кого-то другого,"Является виртуальной реальностью со своими нормами и паттернами, культурными обычаями",5,2,5,1,7,4,4,5,7,6,6,6,4,5,6,2
1990,Журналист,Ташкент,Мужчина,Ташкент,Souls-like игры,каждый день,6,1,6,6,7,7,4,1,5,5,1,4,6,7,5,7,1,7,7,1,5,6,7,5,1,7,1,7,1,1,7,5,2,3,5,7,7,6,5,5,1,1,7,Образ моего персонажа / Кто-то другой,Не задумываюсь,Я,Я,Образ моего персонажа / Кто-то другой,Не задумываюсь,Не задумываюсь,4,3,1,1,6,4,1,1,6,3,6,7,4,5,1,1
1992,Банковская деятельность,Москва,Мужчина,Москва,RPG,от двух до пяти дней в неделю,1,2,4,2,4,2,2,2,2,1,2,6,5,7,6,5,4,3,6,2,6,3,7,3,2,7,3,6,5,6,1,5,3,3,2,5,6,6,5,3,2,5,7,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,Образ моего персонажа / Кто-то другой,Образ моего персонажа / Кто-то другой,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",6,4,4,2,6,1,1,1,6,3,7,5,2,5,7,2
1993,QA,СПб,Мужчина,СПб,Souls-like игры,несколько раз в месяц,4,1,7,6,2,4,2,1,5,4,1,1,6,6,6,1,3,4,5,6,5,4,5,5,3,4,4,3,4,4,2,1,1,7,3,4,4,6,4,7,5,3,6,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,Образ моего персонажа / Кто-то другой,Образ моего персонажа / Кто-то другой,Не задумываюсь,Не задумываюсь,Это история (сказка/сюжет) в которой я могу принять участие,5,1,6,1,4,1,1,1,7,5,7,3,4,5,7,1
2000,Учёба,г. Братск ,Мужчина,г. Москва,MMORPG,несколько раз в неделю,5,2,7,7,6,7,2,2,5,3,2,2,2,6,6,3,6,1,1,7,3,2,7,5,6,5,4,6,7,4,5,5,2,6,2,6,6,7,7,5,3,7,3,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,Образ моего персонажа / Кто-то другой,Образ моего персонажа / Кто-то другой,Меня,У образа моего персонажа / Кого-то другого,"Является виртуальной реальностью со своими нормами и паттернами, культурными обычаями",3,2,2,3,4,2,1,1,4,1,1,2,2,1,6,2
2003,студент,Украина ,Мужчина,Харьков,RPG,каждый день,4,1,1,2,3,7,3,6,5,2,2,6,5,5,6,5,4,6,1,5,4,4,4,5,4,5,4,2,4,4,3,2,1,4,4,6,6,6,4,3,1,5,4,Я,Не задумываюсь,Образ моего персонажа / Кто-то другой,Идеальная версия меня,Не задумываюсь,Не задумываюсь,Не задумываюсь,5,2,2,1,4,1,2,1,5,1,5,4,3,3,1,4
1991,Инженер,Россия,Мужчина,Москва,RPG,несколько раз в неделю,1,7,7,3,3,7,1,7,3,7,4,5,6,7,7,7,7,7,6,3,5,7,7,7,4,4,5,1,5,3,2,5,2,1,5,6,6,7,4,7,2,5,6,Не задумываюсь,Не задумываюсь,Я,Я,Меня,Не задумываюсь,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",2,1,1,3,6,1,1,1,6,1,5,1,4,4,6,2
1994,Копирайтер,"Харьков, Украину",Мужчина,Харьков,"RPG, стратегии, а соулс-лайк - это не жанр.",несколько раз в неделю,5,1,5,5,4,7,7,6,6,3,5,5,6,6,6,3,6,7,6,4,6,6,4,7,4,6,6,2,3,5,5,6,5,4,3,5,4,7,6,5,4,7,5,Образ моего персонажа / Кто-то другой,У меня,Я,Я,Меня,У меня,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",7,5,5,3,5,4,3,2,6,5,5,3,6,3,7,3
1995,юрист,снг,Мужчина,Город-миллионник,RPG,каждый день,5,2,4,1,5,5,2,3,2,4,1,4,5,7,7,4,5,5,6,3,7,6,5,3,3,5,4,3,3,3,3,5,1,3,5,5,6,6,3,5,1,6,6,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,Я,Я,Меня,У меня,"Проекция реального мира с рядом авторских условностей, служащая для отражения тех или иных идей, взглядов и концепций автора.",2,1,3,5,2,6,3,1,5,1,6,2,4,2,1,6
1993,Инженер,Казахстан,Женщина,Челябинск,Souls-like игры,от двух до пяти дней в неделю,7,1,1,3,4,5,5,5,1,1,3,2,5,6,3,1,1,6,1,1,5,1,6,1,5,5,6,5,7,3,6,5,1,4,1,7,7,6,5,4,1,5,1,Идеальная версия меня,У меня,Я,Я,Меня,У меня,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",6,7,7,1,4,5,3,5,2,5,4,6,1,5,7,1
1977,погромист,в роддоме,Иначе,планета земля,RPG,каждый день,6,3,6,5,2,4,2,5,1,1,5,2,5,6,6,5,7,5,5,2,1,2,5,5,2,6,4,4,2,4,2,6,4,1,4,2,4,5,3,3,2,3,6,Противоположность мне,Не задумываюсь,Образ моего персонажа / Кто-то другой,Не задумываюсь,Не задумываюсь,Не задумываюсь,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",1,1,1,1,4,2,1,1,7,1,5,2,2,5,2,1
1987,инженер-проектировщик,г. Ленинград,Мужчина,Санкт-Петербург,Экшн,от двух до пяти дней в неделю,1,5,6,1,1,1,1,4,4,1,5,4,6,7,6,7,6,4,2,3,5,4,5,4,4,4,4,3,5,4,1,4,1,3,7,7,7,6,4,5,2,6,2,Образ моего персонажа / Кто-то другой,Не задумываюсь,Я,Я,Не задумываюсь,Не задумываюсь,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",2,3,2,2,4,1,1,1,7,1,7,6,1,1,7,2
1998,лингвист ,Украина ,Мужчина,спб,Шутеры,каждый день,7,1,7,7,3,5,7,7,7,7,7,5,7,5,5,3,7,7,2,7,6,2,2,7,3,4,4,4,4,7,1,1,1,4,3,4,4,4,4,4,2,4,7,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,Образ моего персонажа / Кто-то другой,Образ моего персонажа / Кто-то другой,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,Не задумываюсь,2,7,3,3,4,6,6,5,1,5,7,1,7,7,3,4
1997,Безработный,Каргат,Женщина,Новосибирск,MMORPG,каждый день,5,7,7,6,5,4,4,7,5,5,6,7,6,7,7,5,7,7,7,7,7,6,7,7,4,7,4,2,3,4,2,5,4,1,6,7,6,7,5,5,7,5,7,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,Идеальная версия меня,Идеальная версия меня,У утопической версии меня,У образа моего персонажа / Кого-то другого,"Является виртуальной реальностью со своими нормами и паттернами, культурными обычаями",7,1,6,2,7,4,2,5,7,1,4,7,5,6,3,3
1973,Инженер,Москва,Женщина,Москва,нет,один раз в месяц и реже,6,2,4,2,6,6,6,6,4,1,6,6,6,4,4,2,5,6,1,5,5,3,6,6,4,4,4,4,4,6,2,4,2,2,6,4,4,7,5,6,2,6,6,Я,У меня,Я,Я,Меня,У меня,Не задумываюсь,6,5,1,1,3,1,2,1,7,1,1,1,4,1,4,1
2003,Школьник,Иркутск,Мужчина,Шелехов,RPG,несколько раз в месяц,7,7,6,7,7,7,4,7,6,4,6,2,7,7,7,7,5,4,3,3,7,7,7,7,2,7,7,3,1,3,7,7,4,2,7,7,7,7,7,7,7,4,7,Утопическая версия меня,У идеальной версии меня,Образ моего персонажа / Кто-то другой,Идеальная версия меня,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,"Является виртуальной реальностью со своими нормами и паттернами, культурными обычаями",4,5,3,1,4,7,5,2,7,1,6,6,4,1,6,1
2001,Работаю,Чита ,,Москва,RPG,несколько раз в неделю,2,5,5,7,1,2,3,2,7,7,2,6,7,4,7,2,3,4,7,7,1,3,5,7,7,5,4,4,3,5,4,4,2,5,7,1,5,5,4,7,5,4,7,Не задумываюсь,У образа моего персонажа / Кого-то другого,Образ моего персонажа / Кто-то другой,Образ моего персонажа / Кто-то другой,Меня,Не задумываюсь,"Является виртуальной реальностью со своими нормами и паттернами, культурными обычаями",4,3,2,7,7,2,2,2,7,1,7,4,4,1,7,7
2004,Школьник ,Братск,Женщина,Братск,Симуляторы,несколько раз в месяц,7,2,6,6,7,6,4,7,6,3,6,1,4,2,1,6,6,6,1,7,2,2,5,2,4,6,4,4,5,4,3,6,2,2,7,6,6,4,7,7,5,4,6,Идеальная версия меня,У идеальной версии меня,Идеальная версия меня,Утопическая версия меня,Меня,У идеальной версии меня,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",5,1,1,1,1,1,1,1,6,1,1,2,6,2,2,1
1991,Проджект менеджер it проектов,"Россия, Барнаул",Женщина,Москва,RPG,каждый день,5,5,7,7,7,7,7,7,4,4,7,7,5,7,7,5,5,7,4,3,2,7,7,7,6,5,5,2,3,5,4,7,6,1,5,4,4,5,5,4,1,5,7,Утопическая версия меня,У утопической версии меня,Образ моего персонажа / Кто-то другой,Идеальная версия меня,Образ моего персонажа / Кто-то другой,У идеальной версии меня,"Является виртуальной реальностью со своими нормами и паттернами, культурными обычаями",5,1,6,5,5,4,2,5,7,4,4,7,7,4,1,5
1996,Переводчик,Россия,Мужчина,"Турку, Финляндия",RPG,от двух до пяти дней в неделю,7,1,7,1,5,5,5,7,7,6,5,7,7,6,5,3,7,7,7,7,7,5,5,4,6,5,4,2,7,7,2,5,1,5,5,2,2,6,7,4,1,6,7,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,Образ моего персонажа / Кто-то другой,Образ моего персонажа / Кто-то другой,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",5,3,3,7,7,3,4,4,4,7,5,2,3,7,7,7
1996,Обычный рабочий,Воркута,Мужчина,Вологда,MMORPG,каждый день,7,1,1,7,7,7,7,7,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,1,7,1,7,1,1,7,7,7,1,1,7,7,1,7,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,Образ моего персонажа / Кто-то другой,Я,Не задумываюсь,Не задумываюсь,"Является виртуальной реальностью со своими нормами и паттернами, культурными обычаями",1,7,7,1,1,7,1,7,7,1,1,7,7,7,1,1
2003,"Учусь в 10, снимаю тт, очень часто играю в спортивные игры ( волейбол, футбол, баскет )",Сызрань,Мужчина,Сызрань,"настольные игры, типо Jack Box, Pummel party",каждый день,7,5,5,3,2,2,7,5,6,5,5,7,7,7,7,7,6,7,3,7,4,6,7,4,2,7,3,5,4,3,2,4,1,3,5,3,6,7,2,6,7,4,7,Образ моего персонажа / Кто-то другой,У идеальной версии меня,Я,Образ моего персонажа / Кто-то другой,Меня,У утопической версии меня,"для меня игровой мир, это совокупность всех фактор, которые и создают этот мир. Например МСК для меня игровой мир, туда входит красная площадь, метро, и т.д. ",1,1,2,7,7,6,5,7,3,5,5,5,5,4,2,4
2004,Школа,Беларусь,Мужчина,Гродно,Cinematic,один раз в месяц и реже,5,3,3,6,5,7,2,1,2,3,3,2,1,6,6,1,6,2,1,6,5,1,5,5,2,4,4,2,2,6,3,5,6,2,3,4,2,7,3,6,6,7,7,Утопическая версия меня,У утопической версии меня,Образ моего персонажа / Кто-то другой,Не задумываюсь,Не задумываюсь,У меня,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",3,3,1,2,7,1,1,1,3,1,3,6,4,1,5,3
1997,-,"Дмитров, Россия",Иначе,Дмитров,MMORPG,каждый день,7,5,6,7,4,7,6,4,3,1,2,5,6,6,7,5,5,5,3,7,6,5,5,5,5,7,4,5,4,4,3,5,4,4,4,5,4,4,4,1,2,5,6,Не задумываюсь,Не задумываюсь,Не задумываюсь,Не задумываюсь,Не задумываюсь,Не задумываюсь,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",4,2,3,3,4,2,6,6,5,2,4,4,6,4,2,4
1998,Студент,Казахстан,Мужчина,"Ванкувер, Канада",MMORPG,каждый день,5,4,7,7,7,7,6,4,5,4,4,6,7,4,5,3,7,7,1,7,6,7,4,7,4,7,3,4,3,4,6,7,7,1,1,7,3,5,6,7,4,4,7,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,Образ моего персонажа / Кто-то другой,Образ моего персонажа / Кто-то другой,Образ моего персонажа / Кто-то другой,У образа моего персонажа / Кого-то другого,"Является игровым виртуальным пространством, где можно проявить свои игровые навыки (реакцию,  логику, ""меткость""...)",5,4,7,6,5,7,2,3,4,1,1,4,5,7,7,4
2002,Digital  ,санкт-петербург,Женщина,санкт-петербург,Стратегии,несколько раз в месяц,7,1,7,1,4,7,7,1,1,1,1,7,5,1,1,7,1,1,1,4,1,1,7,7,1,7,1,7,4,7,1,1,1,1,1,3,4,7,5,7,5,6,7,Я,У идеальной версии меня,Я,Не задумываюсь,Меня,У идеальной версии меня,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",7,1,1,1,7,1,1,1,1,1,1,1,7,7,7,1
2001,фриланс,Казахстан,Женщина,город Нур-Султан,Battle Royal,несколько раз в месяц,6,4,6,6,3,5,7,7,7,4,6,6,5,6,3,5,4,4,1,7,5,5,4,4,4,5,5,4,3,5,4,4,6,2,6,6,2,5,5,7,6,6,7,Я,У идеальной версии меня,Я,Идеальная версия меня,Меня,У идеальной версии меня,"Является игровым виртуальным пространством, где можно проявить свои игровые навыки (реакцию,  логику, ""меткость""...)",6,5,1,1,5,2,1,1,7,1,1,2,4,5,7,1
2003,Студент ,Москва ,Женщина,Москва ,MMORPG,от двух до пяти дней в неделю,5,5,6,7,7,7,6,7,4,7,7,7,7,4,6,7,2,7,3,7,7,1,7,3,7,4,6,4,1,7,7,7,6,1,7,7,4,7,5,7,7,7,7,Идеальная версия меня,У меня,Я,Образ моего персонажа / Кто-то другой,Образ моего персонажа / Кто-то другой,Не задумываюсь,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",7,5,3,4,4,7,6,2,5,3,4,7,5,6,7,7
2003,Школьница,"Россия, Москва",Женщина,Москва,Визуальные новеллы,несколько раз в месяц,7,4,7,7,6,4,5,5,3,3,7,4,5,6,7,3,4,6,2,5,5,5,7,4,3,7,3,3,2,5,3,5,2,1,5,7,2,7,6,6,6,4,7,Идеальная версия меня,У утопической версии меня,Идеальная версия меня,Утопическая версия меня,Меня,Не задумываюсь,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",5,7,1,1,6,4,3,2,4,2,5,6,5,1,7,5
2004,Студент,Москва,Женщина,Москва,Визуальные новеллы,каждый день,7,2,4,7,4,3,1,7,6,4,5,7,4,7,6,7,6,7,3,7,7,7,7,3,1,5,4,3,1,5,7,7,5,1,7,4,5,5,4,3,5,1,5,Образ моего персонажа / Кто-то другой,Не задумываюсь,Я,Не задумываюсь,Не задумываюсь,У образа моего персонажа / Кого-то другого,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",1,1,1,2,5,1,1,1,6,1,1,4,7,7,6,5
1996,Дизайн ,"Россия, Омск ",Мужчина,Омск,Шутеры,каждый день,6,7,2,4,6,7,6,1,6,6,1,7,7,6,7,7,7,7,3,7,7,7,5,7,1,4,5,7,1,6,1,5,1,7,6,2,7,7,5,2,1,7,5,Идеальная версия меня,Образ моего персонажа / Кто-то другой,Идеальная версия меня,Меня,У меня,У идеальной версии меня,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",7,7,1,3,7,5,3,1,7,4,3,6,7,7,7,1
2000,"Студент, психолого-педагогичечкое образование",Москва,Женщина,Москва,Стратегии,несколько раз в месяц,3,6,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,1,7,7,2,7,7,1,7,7,1,7,2,4,5,4,1,7,7,1,7,7,7,7,7,7,Я,Утопическая версия меня,Я,Меня,У утопической версии меня,У образа моего персонажа / Кого-то другого,"Виртуальное пространство, в котором я могу попробовать новый опыт или приобщиться к вымышленной виртуальной культуре.",7,7,1,1,4,3,3,1,7,1,1,3,3,7,7,1
1993,Программист,Урал,Мужчина,Прага,Шутеры,несколько раз в месяц,1,7,1,5,3,4,3,1,2,1,1,1,6,6,6,1,6,4,1,1,1,3,5,5,3,5,2,4,4,4,2,1,1,4,5,6,2,4,5,7,2,3,6,Я,Не задумываюсь,Я,Образ моего персонажа / Кто-то другой,Не задумываюсь,У образа моего персонажа / Кого-то другого,Не задумываюсь,1,4,3,1,5,3,2,1,6,1,1,5,2,6,1,2
